"","player_name","player_team","round","DSSal_Hist","dreamTeamPoints"
"13792","Dane Rampe","SYD",11,10050,102
"13796","Mark Blicavs","GEE",11,8990,65
"13798","Jake Kolodjashnij","GEE",11,7470,51
"13799","Zac Smith","GEE",11,7170,78
"13800","Harry Taylor","GEE",11,9390,48
"13802","Jarrad McVeigh","SYD",11,10820,51
"13804","Aliir Aliir","SYD",11,8440,84
"13814","Mark O'Connor","GEE",11,8060,65
"13818","Will Hayward","SYD",11,8230,75
"13820","Lewis Melican","SYD",11,5410,52
"13828","Tom McCartin","SYD",11,6590,59
"13854","Jarman Impey","HAW",11,10770,64
"13857","Shaun Burgoyne","HAW",11,10400,91
"13858","James Frawley","HAW",11,7180,24
"13859","Blake Hardwick","HAW",11,10160,49
"13863","Paul Puopolo","HAW",11,8260,57
"13877","Conor Glass","HAW",11,6240,43
"13903","Jeff Garlett","MEL",11,8200,75
"13908","Rory Atkins","ADE",11,12080,107
"13909","Eddie Betts","ADE",11,8820,68
"13910","Luke Brown","ADE",11,8170,54
"13915","Josh Jenkins","ADE",11,12120,89
"13917","David Mackay","ADE",11,9500,70
"13918","Daniel Talia","ADE",11,7520,61
"13924","Reilly O'Brien","ADE",11,12050,57
"13925","Sam Weideman","MEL",11,9030,63
"13928","Jordan Gallucci","ADE",11,7860,63
"13933","Jay Kennedy Harris","MEL",11,8790,91
"13937","Timothy Smith","MEL",11,9030,75
"13944","Charlie Spargo","MEL",11,7070,45
"13961","James Bell","SYD",21,5000,25
"13962","Tim English","WBD",21,9310,99
"13963","Jack Macrae","WBD",21,16410,132
"13964","Lachie Hunter","WBD",21,12100,120
"13965","Hayden McLean","SYD",21,9400,31
"13966","Lachie Neale","BRL",21,15060,74
"13967","Rupert Wills","COL",21,8860,72
"13968","Adam Treloar","COL",21,16450,107
"13969","Mitch Robinson","BRL",21,13420,95
"13970","Jacob Dawson","GCS",21,8470,71
"13971","Hayden Crozier","WBD",21,9870,80
"13972","Peter Ladhams","PTA",21,9060,100
"13973","Jarryd Lyons","BRL",21,14880,158
"13974","Jarrod Berry","BRL",21,10460,121
"13975","Noah Answerth","BRL",21,8070,52
"13976","Jack Lukosius","GCS",21,8300,54
"13977","Clayton Oliver","MEL",21,14540,130
"13978","Dan Houston","PTA",21,12670,103
"13979","Cameron Rayner","BRL",21,6430,50
"13980","Josh Dunkley","WBD",21,16270,123
"13981","Charlie Cameron","BRL",21,9690,84
"13982","Tom Rockliff","PTA",21,14790,71
"13983","Eric Hipwood","BRL",21,8570,70
"13984","Gary Ablett","GEE",21,11030,117
"13985","Daniel Rich","BRL",21,11650,100
"13986","Quinton Narkle","GEE",21,6890,93
"13987","Zach Merrett","ESS",21,15170,141
"13988","Marcus Bontempelli","WBD",21,14960,100
"13989","Jeremy Howe","COL",21,9720,84
"13990","Lincoln McCarthy","BRL",21,9520,63
"13991","Alex Witherden","BRL",21,10030,112
"13992","Patrick Dangerfield","GEE",21,15070,114
"13993","Shaun McKernan","ESS",21,10090,59
"13994","Jake Stringer","ESS",21,9720,27
"13995","Max Gawn","MEL",21,14840,90
"13996","Caleb Graham","GCS",21,5000,36
"13997","Todd Goldstein","NTH",21,12860,95
"13998","Mitch Duncan","GEE",21,15180,104
"13999","Tim Kelly","GEE",21,13270,103
"14000","Taylor Adams","COL",21,14460,98
"14001","Jack Crisp","COL",21,14390,75
"14002","Brodie Grundy","COL",21,16050,105
"14003","Scott Pendlebury","COL",21,14260,99
"14004","Bayley Fritsch","MEL",21,11860,95
"14005","Joel Selwood","GEE",21,11280,40
"14006","Zac Clarke","ESS",21,9380,66
"14007","Kyle Dunkley","MEL",21,6350,69
"14008","Hugh McCluggage","BRL",21,12680,75
"14009","Jack Ziebell","NTH",21,11950,92
"14010","Taylor Duryea","WBD",21,10100,91
"14011","Aaron Naughton","WBD",21,8730,84
"14012","James Harmes","MEL",21,13110,89
"14013","Steele Sidebottom","COL",21,14320,123
"14014","Angus Brayshaw","MEL",21,11140,106
"14015","Tom Phillips","COL",21,11800,101
"14016","Michael Hibberd","MEL",21,8740,53
"14017","Touk Miller","GCS",21,13780,83
"14018","Jack Bowes","GCS",21,9020,98
"14019","Shaun Higgins","NTH",21,13190,90
"14021","Paul Ahern","NTH",21,9970,59
"14022","Dylan Shiel","ESS",21,13080,92
"14023","Bailey Dale","WBD",21,8410,94
"14024","Travis Boak","PTA",21,14730,59
"14025","Justin Westhoff","PTA",21,11430,62
"14026","Ollie Wines","PTA",21,12820,96
"14027","Paddy Ryder","PTA",21,9980,87
"14028","Sean Lemmens","GCS",21,7590,44
"14029","Allen Christensen","BRL",21,10660,96
"14030","Dayne Zorko","BRL",21,14900,130
"14031","Brayden Fiorini","GCS",21,13860,81
"14032","Oscar McInerney","BRL",21,9220,58
"14033","Sam Menegola","GEE",21,11970,64
"14034","Matthew Suckling","WBD",21,11190,79
"14035","Christian Salem","MEL",21,12900,91
"14036","Chris Mayne","COL",21,11140,64
"14037","Jordan Lewis","MEL",21,7890,73
"14038","Matthew Scharenberg","COL",21,8930,46
"14039","Josh P. Kennedy","SYD",21,13750,81
"14040","Sam Powell-Pepper","PTA",21,10750,81
"14041","Michael Rischitelli","GCS",21,6710,32
"14042","Charlie Ballard","GCS",21,8110,27
"14043","Jacob Heron","GCS",21,5700,34
"14044","Ben Cunnington","NTH",21,11460,89
"14045","Tom Stewart","GEE",21,12710,80
"14046","Jason Johannisen","WBD",21,10950,75
"14047","Toby McLean","WBD",21,9990,104
"14048","Orazio Fantasia","ESS",21,8400,28
"14049","Jack Viney","MEL",21,11350,79
"14050","Will Hoskin-Elliott","COL",21,11090,73
"14051","Jake Lever","MEL",21,9100,53
"14052","Brayden Maynard","COL",21,10210,82
"14053","Jake Melksham","MEL",21,10470,52
"14054","Brody Mihocek","COL",21,10590,100
"14055","Isaac Heeney","SYD",21,13640,105
"14056","Zak Jones","SYD",21,11240,66
"14057","Jake Lloyd","SYD",21,15800,104
"14058","Karl Amon","PTA",21,12190,70
"14059","Matthew Broadbent","PTA",21,11310,77
"14060","Robbie Gray","PTA",21,12890,75
"14061","Darcy Byrne-Jones","PTA",21,13490,104
"14062","Todd Marshall","PTA",21,6420,77
"14063","Ben Ronke","SYD",21,6310,62
"14064","Connor Rozee","PTA",21,9840,95
"14065","James Rowbottom","SYD",21,8630,57
"14067","Jarrod Witts","GCS",21,13940,109
"14068","Stefan Martin","BRL",21,12080,90
"14069","Luke Hodge","BRL",21,9210,53
"14070","Tom Hawkins","GEE",21,9800,105
"14071","Trent Dumont","NTH",21,11720,64
"14072","Andrew McGrath","ESS",21,9730,79
"14073","Ben McNiece","ESS",21,6350,24
"14074","Nathan Jones","MEL",21,9800,61
"14075","Oscar McDonald","MEL",21,5410,47
"14076","Levi Greenwood","COL",21,9730,48
"14077","Jordan Roughead","COL",21,7710,52
"14078","Callum L. Brown","COL",21,8740,71
"14079","Josh Daicos","COL",21,9700,48
"14080","Jamie Elliott","COL",21,8510,60
"14081","Josh Thomas","COL",21,7870,74
"14082","Jay Kennedy Harris","MEL",21,9260,75
"14083","Jack Madgen","COL",21,5880,61
"14084","Harrison Petty","MEL",21,6720,48
"14085","Callum Mills","SYD",21,11190,46
"14086","Tom Papley","SYD",21,11730,54
"14087","Luke Parker","SYD",21,15450,53
"14088","Dane Rampe","SYD",21,12150,83
"14089","Cameron Sutcliffe","PTA",21,7180,50
"14090","Charlie Dixon","PTA",21,8240,74
"14091","Ryan Clarke","SYD",21,9150,66
"14092","Riley Bonner","PTA",21,9810,79
"14093","Jordan Dawson","SYD",21,11680,74
"14094","Xavier Duursma","PTA",21,11630,69
"14095","Sam Day","GCS",21,8620,79
"14096","Jarrod Harbrow","GCS",21,9500,23
"14097","Marcus Adams","BRL",21,7390,73
"14098","Harris Andrews","BRL",21,7590,69
"14099","Pearce Hanley","GCS",21,10660,74
"14100","Daniel McStay","BRL",21,8120,51
"14101","Darcy MacPherson","GCS",21,13260,50
"14102","Ben Ainsworth","GCS",21,8880,66
"14103","David Swallow","GCS",21,12460,111
"14104","Zac Bailey","BRL",21,7150,74
"14105","Christopher Burgess","GCS",21,5000,42
"14106","Ben King","GCS",21,5830,22
"14107","Zach Tuohy","GEE",21,9620,70
"14108","Luke Dahlhaus","GEE",21,9960,72
"14109","Jasper Pittard","NTH",21,9260,43
"14110","Cameron Guthrie","GEE",21,11270,63
"14111","Jed Bews","GEE",21,6750,27
"14112","Brandan Parfitt","GEE",21,10720,60
"14113","Esava Ratugolea","GEE",21,7720,56
"14114","Jy Simpkin","NTH",21,9890,48
"14115","Cameron Zurhaar","NTH",21,9920,23
"14116","Gryan Miers","GEE",21,8380,97
"14117","Sam Lloyd","WBD",21,11490,64
"14118","Mitch Brown","ESS",21,10660,41
"14119","Martin Gleeson","ESS",21,8360,49
"14120","Kyle Langford","ESS",21,9870,87
"14121","Anthony McDonald-Tipungwuti","ESS",21,8600,56
"14122","David Zaharakis","ESS",21,11860,53
"14123","Easton Wood","WBD",21,6910,41
"14124","Josh Schache","WBD",21,7460,75
"14125","Jackson Trengove","WBD",21,7500,47
"14126","Conor McKenna","ESS",21,9740,79
"14127","Mason Redman","ESS",21,9430,77
"14128","Josh Begley","ESS",21,7190,44
"14129","Cale Hooker","ESS",21,10700,49
"14130","Will Hayes","WBD",21,8460,101
"14131","Bailey Smith","WBD",21,9690,87
"14133","Sam Frost","MEL",21,8400,48
"14140","Steven May","MEL",21,9230,56
"14151","Travis Varcoe","COL",21,7970,60
"14152","Jayden Hunt","MEL",21,7760,44
"14153","Christian Petracca","MEL",21,11190,89
"14157","Corey Wagner","MEL",21,7150,82
"14172","Oskar Baker","MEL",21,7950,32
"14194","George Hewett","SYD",21,11900,49
"14203","Sam Gray","PTA",21,11350,42
"14204","Hamish Hartlett","PTA",21,11940,73
"14205","Tom Jonas","PTA",21,9550,83
"14206","Daniel Menzel","SYD",21,6940,75
"14210","Aliir Aliir","SYD",21,9630,50
"14213","Tom Clurey","PTA",21,8230,73
"14223","Oliver Florent","SYD",21,9430,113
"14224","Robbie Fox","SYD",21,6570,45
"14230","Sam Reid","SYD",21,9560,79
"14237","Tom McCartin","SYD",21,6880,29
"14245","Nick Blakey","SYD",21,7120,69
"14257","Alex Sexton","GCS",21,7850,39
"14260","Lachie Weller","GCS",21,11580,54
"14263","Darcy Gardiner","BRL",21,7930,78
"14309","Jed Anderson","NTH",21,11120,83
"14310","Shaun Atley","NTH",21,8770,45
"14311","Ben Brown","NTH",21,10980,27
"14312","Taylor Garner","NTH",21,7880,62
"14314","Jamie Macmillan","NTH",21,10030,86
"14316","Robbie Tarrant","NTH",21,9070,82
"14317","Scott D. Thompson","NTH",21,7280,80
"14318","Kayne Turner","NTH",21,7380,48
"14320","Marley Williams","NTH",21,7940,51
"14322","Jared Polec","NTH",21,12230,70
"14323","Mark Blicavs","GEE",21,10030,85
"14324","Lachlan Henderson","GEE",21,8460,70
"14325","Jake Kolodjashnij","GEE",21,6790,31
"14327","Harry Taylor","GEE",21,8370,24
"14330","Mason Wood","NTH",21,8710,34
"14340","Jack Henry","GEE",21,6620,56
"14346","Nick Larkey","NTH",21,7010,46
"14355","Tom Atkins","GEE",21,7380,44
"14370","Tarryn Thomas","NTH",21,7970,48
"14375","Patrick Ambrose","ESS",21,6350,61
"14376","Mark Baguley","ESS",21,6980,54
"14383","Tory Dickson","WBD",21,8000,70
"14391","Zaine Cordy","WBD",21,6050,39
"14400","Dylan Clarke","ESS",21,9220,66
"14402","Dyson Heppell","ESS",21,13380,59
"14405","David Myers","ESS",21,9920,54
"14409","Patrick Lipinski","WBD",21,11080,91
"14419","Ed Richards","WBD",21,8040,45
"14430","Mitch Duncan","GEE",10,15770,118
"14431","Tim Kelly","GEE",10,14220,126
"14432","Noah Balta","RIC",10,6640,82
"14433","Matthew Broadbent","PTA",10,8300,100
"14434","Peter Ladhams","PTA",10,5000,51
"14435","Joel Selwood","GEE",10,11990,76
"14436","Callum Coleman-Jones","RIC",10,5000,66
"14437","Cameron Guthrie","GEE",10,10780,107
"14438","Jack Ziebell","NTH",10,12980,48
"14439","Elliot Yeo","WCE",10,14190,132
"14440","Nick Vlastuin","RIC",10,10690,92
"14441","Gary Ablett","GEE",10,13360,64
"14442","Zach Merrett","ESS",10,15820,117
"14443","Tom Atkins","GEE",10,6760,96
"14444","Jaeger O'Meara","HAW",10,14300,56
"14445","Josh Dunkley","WBD",10,14280,119
"14446","Jack Macrae","WBD",10,16490,77
"14447","Tom Hawkins","GEE",10,11360,93
"14448","Luke Davies-Uniacke","NTH",10,7260,35
"14449","Andrew Gaff","WCE",10,15730,120
"14450","Dustin Martin","RIC",10,13990,109
"14451","Jonathon Ceglar","HAW",10,10540,86
"14452","Lachie Hunter","WBD",10,15110,80
"14453","Tom Rockliff","PTA",10,16090,91
"14454","Karl Amon","PTA",10,8060,106
"14455","James Worpel","HAW",10,11920,91
"14456","Jy Simpkin","NTH",10,9200,55
"14457","Brad Crouch","ADE",10,14830,112
"14458","Nathan Vardy","WCE",10,7300,86
"14459","Brandon Ellis","RIC",10,13030,85
"14460","Brandan Parfitt","GEE",10,10890,84
"14461","Paul Seedsman","ADE",10,9450,52
"14462","Bachar Houli","RIC",10,12970,144
"14463","Tom Bellchambers","ESS",10,10140,111
"14464","Darcy Fort","GEE",10,8460,41
"14465","Travis Boak","PTA",10,15990,80
"14466","Sam Gray","PTA",10,10800,74
"14467","James Sicily","HAW",10,12810,104
"14468","Liam Shiels","HAW",10,14000,113
"14469","Sam Lloyd","WBD",10,10600,86
"14470","Patrick Lipinski","WBD",10,8200,78
"14471","Dylan Shiel","ESS",10,14520,81
"14472","Luke Dahlhaus","GEE",10,11860,88
"14473","Robbie Gray","PTA",10,10440,102
"14474","Ben Cunnington","NTH",10,12280,105
"14475","Tom Liberatore","WBD",10,10280,103
"14476","Dyson Heppell","ESS",10,13750,74
"14477","Gary Rohan","GEE",10,7950,58
"14478","Ben Brown","NTH",10,8730,74
"14479","Toby McLean","WBD",10,11000,54
"14480","Aaron Naughton","WBD",10,9560,50
"14481","Shannon Hurn","WCE",10,14390,86
"14482","Reilly O'Brien","ADE",10,11700,106
"14483","David Astbury","RIC",10,7730,65
"14484","Shane Edwards","RIC",10,10220,84
"14485","Josh Begley","ESS",10,5880,37
"14486","Ben Ainsworth","GCS",10,8660,45
"14487","Gryan Miers","GEE",10,10270,45
"14488","Marc Pittonet","HAW",10,6210,53
"14489","Paddy Ryder","PTA",10,10780,68
"14490","Todd Goldstein","NTH",10,12120,153
"14491","Luke McDonald","NTH",10,7610,57
"14492","Marcus Bontempelli","WBD",10,15400,101
"14493","Caleb Daniel","WBD",10,12750,106
"14494","Bailey Dale","WBD",10,8060,35
"14495","Bailey Smith","WBD",10,9330,93
"14496","Cameron Ellis-Yolmen","ADE",10,10800,134
"14497","Jackson Nelson","WCE",10,5570,21
"14498","David Zaharakis","ESS",10,13240,81
"14499","Sydney Stack","RIC",10,10180,58
"14500","Brayden Fiorini","GCS",10,15770,122
"14501","Tom Stewart","GEE",10,13970,80
"14502","Jordan Clark","GEE",10,7610,84
"14503","Tom Scully","HAW",10,9950,60
"14504","Darcy Byrne-Jones","PTA",10,10910,126
"14505","Sam Powell-Pepper","PTA",10,10460,95
"14506","Tim English","WBD",10,11090,65
"14507","Rory Sloane","ADE",10,15510,119
"14508","Jack Redden","WCE",10,13160,135
"14509","Michael Hurley","ESS",10,11470,54
"14510","Darcy MacPherson","GCS",10,11620,94
"14511","Jarman Impey","HAW",10,10150,72
"14512","Luke Breust","HAW",10,10100,83
"14513","Blake Hardwick","HAW",10,10850,46
"14514","James Cousins","HAW",10,10290,84
"14515","Billy Frampton","PTA",10,7460,14
"14516","Xavier Duursma","PTA",10,9910,99
"14517","Jed Anderson","NTH",10,11970,69
"14518","Shaun Higgins","NTH",10,13980,108
"14519","Jamie Macmillan","NTH",10,12230,43
"14520","Jason Johannisen","WBD",10,12340,91
"14521","Mitch Wallis","WBD",10,11720,64
"14522","Mason Wood","NTH",10,8230,93
"14523","Cameron Zurhaar","NTH",10,7830,74
"14524","Tarryn Thomas","NTH",10,7810,58
"14525","Rory Laird","ADE",10,14770,94
"14526","Luke Shuey","WCE",10,14030,134
"14527","Dom Sheed","WCE",10,14140,110
"14528","Chayce Jones","ADE",10,6000,44
"14529","Connor Menadue","RIC",10,7620,35
"14530","Dion Prestia","RIC",10,12880,104
"14532","Shai Bolton","RIC",10,6880,61
"14533","Matt Guelfi","ESS",10,7510,62
"14534","Liam Baker","RIC",10,8480,112
"14535","Zach Tuohy","GEE",10,10720,78
"14536","Jarrod Witts","GCS",10,13740,111
"14537","Lachie Weller","GCS",10,11480,89
"14538","Rhys Stanley","GEE",10,11550,88
"14539","James Parsons","GEE",10,7500,74
"14540","Tom Jonas","PTA",10,8880,75
"14541","Justin Westhoff","PTA",10,12120,90
"14542","Chad Wingard","HAW",10,11150,85
"14543","Shaun Burgoyne","HAW",10,11040,43
"14544","Jack Gunston","HAW",10,11050,133
"14545","Ben Stratton","HAW",10,5710,39
"14546","Tim O'Brien","HAW",10,7820,59
"14547","Ricky Henderson","HAW",10,14480,143
"14549","Jarrod Lienert","PTA",10,10360,86
"14550","Zak Butters","PTA",10,8010,60
"14551","Connor Rozee","PTA",10,10820,41
"14552","Scott D. Thompson","NTH",10,9170,73
"14553","Matthew Suckling","WBD",10,12780,73
"14554","Jared Polec","NTH",10,12280,78
"14555","Jackson Trengove","WBD",10,11940,33
"14556","Trent Dumont","NTH",10,14690,75
"14557","Hayden Crozier","WBD",10,11180,67
"14558","Ed Richards","WBD",10,7110,34
"14559","Brodie Smith","ADE",10,11840,80
"14560","Jack Darling","WCE",10,9020,94
"14561","Mark Hutchings","WCE",10,8110,53
"14562","Jeremy McGovern","WCE",10,10010,52
"14563","Brad Sheppard","WCE",10,11670,79
"14564","Oscar Allen","WCE",10,7280,72
"14565","Kamdyn McIntosh","RIC",10,9750,57
"14566","Anthony McDonald-Tipungwuti","ESS",10,8950,35
"14567","Shaun McKernan","ESS",10,9460,60
"14568","Tom J. Lynch","RIC",10,8840,39
"14569","Adam Saad","ESS",10,9750,65
"14570","Josh Caddy","RIC",10,10570,92
"14571","Jayden Laverde","ESS",10,8160,61
"14572","Mason Redman","ESS",10,9870,54
"14573","Nathan Broad","RIC",10,6520,45
"14574","Andrew McGrath","ESS",10,10710,69
"14575","Ben McNiece","ESS",10,6390,15
"14576","Jack Higgins","RIC",10,10390,73
"14577","Anthony Miles","GCS",10,11200,90
"14578","Jack Martin","GCS",10,12700,98
"14579","Jack Hombsch","GCS",10,5950,40
"14580","Harry Taylor","GEE",10,9770,42
"14581","Jack Henry","GEE",10,6420,43
"14582","Jack Bowes","GCS",10,11850,44
"14583","David Swallow","GCS",10,12240,105
"14584","Wil Powell","GCS",10,8120,68
"14585","Christopher Burgess","GCS",10,5000,24
"14595","Steven Motlop","PTA",10,9160,59
"14598","James Frawley","HAW",10,7400,53
"14602","Paul Puopolo","HAW",10,8000,73
"14605","Dougal Howard","PTA",10,7760,72
"14610","Tom Clurey","PTA",10,8300,52
"14613","Conor Glass","HAW",10,6420,35
"14616","Harry Morrison","HAW",10,8700,43
"14622","Dan Houston","PTA",10,10350,89
"14630","Kane Farrell","PTA",10,7230,34
"14646","Shaun Atley","NTH",10,10150,61
"14649","Robbie Tarrant","NTH",10,10140,53
"14650","Kayne Turner","NTH",10,8220,65
"14652","Marley Williams","NTH",10,8330,60
"14658","Easton Wood","WBD",10,6870,49
"14661","Jasper Pittard","NTH",10,11320,67
"14664","Zaine Cordy","WBD",10,5570,33
"14667","Bailey Williams","WBD",10,10830,57
"14674","Nick Larkey","NTH",10,8060,60
"14699","Rory Atkins","ADE",10,12420,76
"14700","Eddie Betts","ADE",10,8350,75
"14701","Luke Brown","ADE",10,8000,54
"14704","Kyle Hartigan","ADE",10,6340,50
"14709","Wayne Milera","ADE",10,12550,86
"14710","Daniel Talia","ADE",10,7350,58
"14711","Taylor Walker","ADE",10,9050,49
"14712","Jamie Cripps","WCE",10,11000,73
"14713","Liam Duggan","WCE",10,10400,45
"14714","Josh J. Kennedy","WCE",10,10260,75
"14716","Will Schofield","WCE",10,5130,27
"14721","Riley Knight","ADE",10,9710,78
"14722","Thomas Cole","WCE",10,8380,24
"14726","Jake Kelly","ADE",10,9600,72
"14731","Jordan Gallucci","ADE",10,8020,60
"14732","Hugh Greenwood","ADE",10,11850,112
"14733","Elliott Himmelberg","ADE",10,8650,51
"14735","Alex Keath","ADE",10,10530,46
"14740","Willie Rioli","WCE",10,8740,47
"14743","Jake Waterman","WCE",10,7330,51
"14747","Lachlan Murphy","ADE",10,8380,57
"14752","Jack Petruccelle","WCE",10,7800,34
"14753","Liam Ryan","WCE",10,8450,40
"14768","Dylan Grimes","RIC",10,8000,53
"14772","Daniel Rioli","RIC",10,8240,55
"14776","Patrick Ambrose","ESS",10,5570,49
"14782","Kyle Langford","ESS",10,11490,96
"14783","Darcy Parish","ESS",10,11340,101
"14792","Conor McKenna","ESS",10,8990,50
"14793","Jason Castagna","RIC",10,8370,69
"14795","Aaron Francis","ESS",10,8910,47
"14801","Cale Hooker","ESS",10,10890,57
"14805","Ryan Garthwaite","RIC",10,6640,29
"14827","Jarrod Harbrow","GCS",10,11320,37
"14832","Alex Sexton","GCS",10,10110,63
"14834","Peter Wright","GCS",10,9490,67
"14837","Mark Blicavs","GEE",10,9240,69
"14840","Jake Kolodjashnij","GEE",10,7300,46
"14841","Jordan Murdoch","GCS",10,8450,69
"14849","Jesse Joyce","GCS",10,7690,78
"14859","Mark O'Connor","GEE",10,8290,42
"14866","Charlie Ballard","GCS",10,7950,36
"14870","Nick Holman","GCS",10,9050,90
"14879","Joshua Corbett","GCS",10,7820,42
"14881","Ben King","GCS",10,5000,19
"14882","Jack Lukosius","GCS",10,5690,53
"14886","Peter Ladhams","PTA",20,6320,78
"14887","Shai Bolton","RIC",20,10000,65
"14888","Toby Greene","GWS",20,14380,146
"14889","Matt Crouch","ADE",20,13580,126
"14890","Zac Clarke","ESS",20,7890,63
"14891","Paddy Ryder","PTA",20,10400,50
"14892","Dion Prestia","RIC",20,14640,105
"14893","Jayden Short","RIC",20,9790,93
"14894","Sebastian Ross","STK",20,13410,97
"14895","Scott Selwood","GEE",20,11360,74
"14896","Hayden McLean","SYD",20,8690,88
"14897","Jason Carter","FRE",20,5000,47
"14898","Lachie Whitfield","GWS",20,15860,115
"14899","Tim Kelly","GEE",20,13910,94
"14900","Tim Taranto","GWS",20,16800,84
"14901","Zac Smith","GEE",20,8790,73
"14902","Mitchell Crowden","FRE",20,6020,57
"14903","Kane Lambert","RIC",20,12540,77
"14904","Doulton Langlands","STK",20,7860,39
"14905","Jacob Hopper","GWS",20,13050,122
"14906","Connor Idun","GWS",20,5000,33
"14907","Rory Laird","ADE",20,12880,134
"14908","Zac Williams","GWS",20,12940,142
"14909","Patrick Dangerfield","GEE",20,15570,65
"14910","Dustin Martin","RIC",20,15240,111
"14911","Brodie Smith","ADE",20,12360,101
"14912","Hunter Clark","STK",20,12070,84
"14913","Andrew Brayshaw","FRE",20,11190,67
"14914","William Snelling","ESS",20,7700,93
"14915","Brandon Ellis","RIC",20,11590,75
"14916","Jack Riewoldt","RIC",20,9110,63
"14917","Zach Merrett","ESS",20,15440,116
"14918","Tom Rockliff","PTA",20,15330,92
"14919","Tom J. Lynch","RIC",20,10920,69
"14920","Josh Caddy","RIC",20,10200,54
"14921","Kyle Dunkley","MEL",20,5750,72
"14922","Bryce Gibbs","ADE",20,12360,111
"14923","Nick Coffield","STK",20,9140,69
"14924","Mitch Duncan","GEE",20,15360,92
"14925","Angus Brayshaw","MEL",20,11140,76
"14926","Brad Crouch","ADE",20,15900,108
"14927","Shane Savage","STK",20,10950,88
"14928","Dylan Shiel","ESS",20,13810,87
"14929","Justin Westhoff","PTA",20,11780,69
"14930","Shane Mumford","GWS",20,9000,102
"14931","Josh P. Kennedy","SYD",20,13510,84
"14932","Esava Ratugolea","GEE",20,7540,40
"14933","Max Gawn","MEL",20,16560,104
"14934","Jay Kennedy Harris","MEL",20,9280,66
"14935","Jack Billings","STK",20,14710,103
"14936","Darcy Fogarty","ADE",20,5770,46
"14937","Jake Stringer","ESS",20,10020,87
"14938","Jake Stein","GWS",20,5000,43
"14939","James Rowbottom","SYD",20,8840,50
"14940","Nat Fyfe","FRE",20,15840,104
"14941","Joel Selwood","GEE",20,12480,59
"14942","Bachar Houli","RIC",20,14980,122
"14943","Nick Vlastuin","RIC",20,11800,81
"14944","Clayton Oliver","MEL",20,15330,103
"14945","Rory Sloane","ADE",20,14210,108
"14946","Dan Houston","PTA",20,10960,123
"14947","Aiden Bonar","GWS",20,8100,49
"14948","David Mundy","FRE",20,11320,42
"14949","Tom Hawkins","GEE",20,10000,66
"14950","Ed Langdon","FRE",20,11140,112
"14951","Jack Steele","STK",20,13480,96
"14952","Tom Lynch","ADE",20,13470,107
"14953","Rowan Marshall","STK",20,14520,101
"14955","Travis Boak","PTA",20,15360,91
"14956","Robbie Gray","PTA",20,12440,90
"14957","Orazio Fantasia","ESS",20,8690,55
"14958","Michael Hartley","ESS",20,7660,64
"14959","Riley Bonner","PTA",20,9900,61
"14960","Dylan Clarke","ESS",20,9450,52
"14961","Adam Tomlinson","GWS",20,10630,78
"14962","Jake Lloyd","SYD",20,15480,95
"14963","Brett Deledio","GWS",20,10530,98
"14964","Jeremy Finlayson","GWS",20,10480,78
"14965","Ben Ronke","SYD",20,6250,55
"14966","Brent Daniels","GWS",20,8510,54
"14967","Jackson Hately","GWS",20,9530,58
"14968","Ian Hill","GWS",20,6220,51
"14969","Zach Tuohy","GEE",20,9930,52
"14970","Tom Stewart","GEE",20,12570,99
"14971","James Harmes","MEL",20,13580,77
"14972","Jack Viney","MEL",20,11520,60
"14973","Jack Graham","RIC",20,12370,77
"14974","Jack Sinclair","STK",20,9050,57
"14975","Reilly O'Brien","ADE",20,15010,90
"14976","Martin Gleeson","ESS",20,8800,63
"14977","Kyle Langford","ESS",20,9760,49
"14978","Anthony McDonald-Tipungwuti","ESS",20,8900,36
"14979","Karl Amon","PTA",20,12240,95
"14980","Andrew McGrath","ESS",20,10070,62
"14981","Isaac Heeney","SYD",20,13100,105
"14982","Luke Parker","SYD",20,14600,87
"14983","James Rose","SYD",20,7990,29
"14984","Ryan Clarke","SYD",20,8580,92
"14985","Harry Himmelberg","GWS",20,10120,51
"14986","Jordan Dawson","SYD",20,11360,89
"14987","Gary Ablett","GEE",20,12020,80
"14988","Cameron Guthrie","GEE",20,10890,86
"14989","Bradley Hill","FRE",20,12180,104
"14990","Reece Conca","FRE",20,11010,70
"14991","Daniel Rioli","RIC",20,8240,59
"14992","Jordan Lewis","MEL",20,8410,41
"14993","Jake Melksham","MEL",20,10330,67
"14994","Braydon Preuss","MEL",20,9090,26
"14995","Harrison Petty","MEL",20,6670,52
"14996","Rory Atkins","ADE",20,12220,83
"14997","Richard Douglas","ADE",20,7950,82
"14998","Wayne Milera","ADE",20,11370,85
"14999","Taylor Walker","ADE",20,9150,73
"15000","Luke Dunstan","STK",20,12620,76
"15001","Jade Gresham","STK",20,12550,96
"15002","Josh Battle","STK",20,10490,72
"15003","Mitch Brown","ESS",20,10650,75
"15005","David Zaharakis","ESS",20,12280,60
"15006","Adam Saad","ESS",20,10260,40
"15007","Charlie Dixon","PTA",20,9170,25
"15008","Sam Gray","PTA",20,11280,88
"15009","Hamish Hartlett","PTA",20,11810,86
"15010","Darcy Byrne-Jones","PTA",20,13030,104
"15011","Conor McKenna","ESS",20,9410,77
"15012","Mason Redman","ESS",20,10130,52
"15013","Aaron Francis","ESS",20,7640,56
"15014","Cale Hooker","ESS",20,11030,54
